review,sentiment
"Those who would follow Haneke on his creepy explorations ... are rewarded by brutal , committed performances from Huppert and Magimel .",positive
An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,positive
Hands down the year 's most thought-provoking film .,positive
But it pays a price for its intricate intellectual gamesmanship .,positive
It 's a terrific American sports movie and Dennis Quaid is its athletic heart .,positive
"This is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak .",positive
"Compelling revenge thriller , though somewhat weakened by a miscast leading lady .",negative
"It 's amazingly perceptive in its subtle , supportive but unsentimental look at the Marks family .",positive
"A whole lot foul , freaky and funny .",positive
Attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,positive
"The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",positive
"The Pianist is a fine valedictory work for Polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",positive
"Foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",positive
"Even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of Vardalos ' humor , which transcends ethnic boundaries .",positive
Is office work really as alienating as ` Bartleby ' so effectively makes it ?,positive
Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel .,positive
"Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",negative
Bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .,negative
An intriguing and entertaining introduction to Johnson .,positive
"As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",positive
A model of what films like this should be like .,positive
"As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",positive
"Yeah , these flicks are just that damn good .",positive
Is n't it great ?,negative
An unbelievably fun film just a leading man away from perfection .,positive
"Over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance .",positive
... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,positive
Nicely serves as an examination of a society in transition .,positive
"A tender and touching drama , based on the true story of a troubled African-American 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",positive
As a randy film about sexy people in gorgeous places being pushed and pulled -LRB- literally and figuratively -RRB- by desire ... -LRB- Sex and LucÃ­a -RRB- makes for an arousing good time .,positive
Absorbing character study by AndrÃ© Turpin .,positive
